,ID,Name,Reaction,Flux,Sensitivity
1020,VITD2Hm_Neuron,Vitamin D-25-hydroxylase (D2) Neuron,h[mN] + nadph[mN] + o2[mN] + vitd2[mN] --> 25hvitd2[mN] + h2o[mN] + nadp[mN],0.0,-6.106226635438361e-16
1021,VITD2tm_Neuron,Vitamin D2 transport from mitochondria Neuron,vitd2[mN] <=> vitd2[cN],0.0,0.0
1022,VITD3Hm_Neuron,Vitamin D-25-hydroxylase (D3) Neuron,h[mN] + nadph[mN] + o2[mN] + vitd3[mN] --> 25hvitd3[mN] + h2o[mN] + nadp[mN],0.0,-6.106226635438361e-16
1023,VITD3tm_Neuron,Vitamin D3 transport from mitochondria Neuron,vitd3[mN] --> vitd3[cN],0.0,0.0
1024,VITD3tm3_Neuron,Vitamin D3 transport in mitochondria Neuron,vitd3[cN] --> vitd3[mN],0.0,0.0
1025,MTDNAploym_Neuron,polymerization of mtDNA Neuron,9218.0 datp[mN] + 7350.0 dctp[mN] + 7350.0 dgtp[mN] + 9218.0 dttp[mN] + mtDNAn-1[mN] --> mtDNAn[mN] + 33136.0 ppi[mN],1.661375470210231e-19,-3.637978807091713e-11
1026,MTDNAdpolym_Neuron,depolymerization of mtDNA for repair Neuron,33136.0 h2o[mN] + mtDNAn[mN] --> 9218.0 damp[mN] + 7350.0 dcmp[mN] + 7350.0 dgmp[mN] + 9218.0 dtmp[mN] + 33136.0 h[mN] + mtDNAn-1[mN],0.0,3.268496584496461e-13
1027,DAKm_Neuron,adentylate kinase (GTP) / GTP-AMP Phosphotransferase Neuron,damp[mN] + gtp[mN] --> dadp[mN] + gdp[mN],0.0,-3.999999999999962
1028,DTKm_Neuron,deoxythymidylate kinase (ATP) Neuron,atp[mN] + dtmp[mN] --> adp[mN] + dtdp[mN],0.0,-3.9999999999999694
1029,DCKm_Neuron,deoxycytidylate kinase (ATP) Neuron,atp[mN] + dcmp[mN] --> adp[mN] + dcdp[mN],0.0,-3.999999999999962
1030,DGKm_Neuron,deoxyguanylate kinase (ATP) Neuron,atp[mN] + dgmp[mN] --> adp[mN] + dgdp[mN],0.0,-3.999999999999962
1031,NH3tm_Neuron,mitochondrial ammonium transport Neuron,h[mN] + nh4[cN] <=> h[cN] + nh4[mN],-4.22280000000013,5.551115123125783e-16
1032,NDPK1_Neuron,GTP-ADP Phosphotransferase Neuron,atp[cN] + gdp[cN] --> adp[cN] + gtp[cN],0.0,-1.4999999999999774
1033,NACASPtm_Neuron,N-Acetyl-l-aspartate mitochondrial transport Neuron,Nacasp[mN] <=> Nacasp[cN],0.0,0.0
1034,NACASPt_Neuron,N-Acetyl-l-aspartate transport Neuron,Nacasp[cN] --> Nacasp[I],0.0,0.0
1035,GGNG_Neuron,glycogenin Neuron,Tyr-ggn[cN] + 8.0 udpg[cN] --> ggn[cN] + 8.0 h[cN] + 8.0 udp[cN],0.0,0.0
1036,GLGNS1_Neuron,glycogen synthase Neuron,ggn[cN] + 3.0 udpg[cN] --> glygn1[cN] + 3.0 h[cN] + 3.0 udp[cN],0.0,0.0
1037,GLBRAN_Neuron,"1,4-alpha-glucan branching enzyme (glygn1 -> glygn2) Neuron",glygn1[cN] --> glygn2[cN],0.0,0.0
1038,GLDBRAN_Neuron,glycogen debranching enzyme Neuron,dxtrn[cN] + h2o[cN] --> glc-D[cN] + glygn3[cN],0.0,2.220446049250313e-14
1039,SERtm_Neuron,Serine mitochondrial transporter Neuron,ser-L[cN] <=> ser-L[mN],2.3485014265294394e-14,7.105427357601002e-15
1040,UREAt_Neuron,Urea transporter Neuron,urea[I] <=> urea[cN],0.0,0.0
1041,UREAtm_Neuron,Urea mitochondrial transporter Neuron,urea[cN] <=> urea[mN],0.0,0.0
1042,GLNtN1_Neuron,Glutamine transporter Neuron,gln-L[I] + h[cN] + na1[I] <=> gln-L[cN] + h[I] + na1[cN],4.222799999999955,-2.664535259100376e-15
1043,DM_4mptnl(m)_Neuron,4mptnl demand Neuron,4mptnl[mN] --> ,0.0,0.0
1044,DM_prgnlone(c)_Neuron,prgnlone demand Neuron,prgnlone[cN] --> ,0.0,0.0
1045,DM_nadph(c)_Neuron,nadph demand Neuron,nadph[cN] --> h[cN] + nadp[cN],0.0,-4.9999999999999645
1046,DM_atp(m)_Neuron,atp demand Neuron,atp[mN] + h2o[mN] --> adp[mN] + h[mN] + pi[mN],0.0,-1.9999999999999831
1047,sink_chsterol_Neuron,Cholesterol uptake into brain Neuron, --> chsterol[cN],0.0,-0.0
1048,DM_1a2425thvitd3_Neuron,1a2425thvitd3 demand Neuron,1a2425thvitd3[mN] --> ,0.0,-16.499999999999893
1049,DM_1a2425thvitd2_Neuron,1a2425thvitd2 demand Neuron,1a2425thvitd2[mN] --> ,0.0,-16.499999999999893
1050,sink_vitd3_Neuron,vitd3 source Neuron, --> vitd3[cN],0.0,-0.0
1051,sink_vitd2_Neuron,vitd2 source Neuron, --> vitd2[cN],0.0,-0.0
1052,CKc_Neuron,ATP Creatine kinase Neuron,atp[cN] + creat[cN] --> adp[cN] + pcreat[cN],0.0,-1.999999999999981
1053,CREATtmdiffir_Neuron,Creatine transport to/from mitochondria via diffusion Neuron,creat[cN] --> creat[mN],0.0,-1.999999999999981
1054,PCREATtmdiffir_Neuron,Phosphocreatine transport to/from mitochondria via diffusion Neuron,pcreat[mN] --> pcreat[cN],0.0,0.0
1055,ALATA_L_Neuron,L-alanine transaminase Neuron,akg[cN] + ala-L[cN] <=> glu-L[cN] + pyr[cN],1.7904751560243697e-13,-1.0658141036401503e-14
1056,ALATA_Lm_Neuron,"L-alanine transaminase, mitochondrial Neuron",akg[mN] + ala-L[mN] <=> glu-L[mN] + pyr[mN],0.0,-0.0
1057,ALAtN1_Neuron,"Alanine transport (Na, H coupled) Neuron",ala-L[I] <=> ala-L[cN],1.7904751560243697e-13,-0.0
1058,DM_pchol_hs_Neuron,phosphatidylcholine demand Neuron,pchol_hs[cN] --> ,0.0,0.0
1059,PSDm_hs_Neuron,Phosphatidylserine decarboxylase Neuron,h[mN] + ps_hs[mN] --> co2[mN] + pe_hs[mN],0.0,3.0808688933348094e-15
1060,Kt_Neuron,Potassium channel Neuron,k[cN] --> k[I],0.0,0.0
1061,HtrnsEX_Neuron,HtrnsEX_Neuron,h[e] <=> h[cN],0.0,1.2989609388114332e-14
1062,NaEX_Neuron,Sodium transport (added for simulation),na1[e] <=> na1[cN],346.77179999999834,2.812564995717063e-15
1063,GLCt1r_Neuron,Glucose transporter_Neuron,glc-D[e] --> glc-D[cN],1.8823,59.99999999999963
1064,Fe2t_Neuron,Iron transporter_Neuron,fe2[e] <=> fe2[cN],0.0,-0.0
1065,PEPCK_Neuron,cytosolic Phosphoenolpyruvate carboxykinase_Neuron,gtp[cN] + oaa[cN] --> co2[cN] + gdp[cN] + pep[cN],0.0,0.0
1066,AA_PIt7_neuron,AA_PIt7_neuron,3.0 na1[e] + pi[e] <=> 3.0 na1[cN] + pi[cN],3.789561257387201e-14,-0.0
1067,AA_H2Ot_neuron,AA_H2Ot_neuron,h2o[e] <=> h2o[cN],-28.18499999999982,-8.881784197001252e-16
1068,AA2,AA2,na1[e] <=> na1[I],-346.7717999999983,-0.0
1069,ALDH1L1,ALDH1L1,10fthf[mA] + h2o[mA] + nadp[mA] --> co2[mA] + h[mA] + nadph[mA] + thf[mA],-6.042933547118609e-15,0.0
